user_id,song_id,rating,genre,artist,release_year,type
1,Song_1,5,Hip-Hop,Artist_C,1996,happy
1,Song_2,5,Pop,Artist_A,2017,happy
1,Song_3,5,Jazz,Artist_C,2022,happy
1,Song_4,4,Pop,Artist_B,1995,happy
1,Song_5,4,Rock,Artist_C,2001,happy
1,Song_6,3,Jazz,Artist_B,1996,happy
1,Song_7,4,Hip-Hop,Artist_B,2011,happy
1,Song_8,5,Hip-Hop,Artist_C,2023,happy
1,Song_9,1,Rock,Artist_A,1997,happy
1,Song_10,2,Jazz,Artist_A,2018,happy
1,Song_11,1,Jazz,Artist_A,2020,happy
1,Song_12,5,Pop,Artist_C,2019,happy
1,Song_13,3,Jazz,Artist_B,2013,neutral
1,Song_14,4,Hip-Hop,Artist_C,2022,neutral
1,Song_15,2,Jazz,Artist_B,2008,neutral
1,Song_16,3,Hip-Hop,Artist_B,1990,neutral
1,Song_17,1,Rock,Artist_C,2023,neutral
1,Song_18,4,Pop,Artist_A,1990,neutral
1,Song_19,4,Hip-Hop,Artist_C,2023,neutral
1,Song_20,4,Jazz,Artist_B,2022,neutral
1,Song_21,5,Rock,Artist_A,2002,neutral
1,Song_22,1,Jazz,Artist_B,1996,neutral
1,Song_23,5,Pop,Artist_A,2022,neutral
1,Song_24,4,Hip-Hop,Artist_B,2013,neutral
1,Song_25,2,Hip-Hop,Artist_A,1993,neutral
1,Song_26,1,Rock,Artist_B,2009,neutral
1,Song_27,4,Pop,Artist_B,1992,neutral
1,Song_28,1,Jazz,Artist_C,2012,neutral
1,Song_29,5,Rock,Artist_B,2006,neutral
1,Song_30,4,Jazz,Artist_A,1999,neutral
1,Song_31,3,Pop,Artist_A,1999,neutral
1,Song_32,1,Pop,Artist_C,2016,neutral
1,Song_33,2,Hip-Hop,Artist_A,2023,neutral
1,Song_34,4,Jazz,Artist_C,2003,neutral
1,Song_35,3,Jazz,Artist_B,2007,neutral
1,Song_36,2,Hip-Hop,Artist_C,2013,sad
1,Song_37,3,Rock,Artist_C,2013,sad
1,Song_38,2,Pop,Artist_A,2003,sad
1,Song_39,2,Jazz,Artist_A,2021,sad
1,Song_40,3,Rock,Artist_C,2002,sad
1,Song_41,4,Jazz,Artist_B,2011,sad
1,Song_42,5,Rock,Artist_C,2004,sad
1,Song_43,1,Hip-Hop,Artist_C,1995,sad
1,Song_44,5,Rock,Artist_C,2018,sad
1,Song_45,2,Hip-Hop,Artist_B,2004,sad
1,Song_46,2,Hip-Hop,Artist_B,2015,sad
1,Song_47,5,Jazz,Artist_A,2004,sad
1,Song_48,1,Pop,Artist_B,1999,sad
1,Song_49,1,Jazz,Artist_A,2023,sad
1,Song_50,1,Hip-Hop,Artist_C,2008,sad
2,Song_1,1,Rock,Artist_B,1993,happy
2,Song_2,2,Rock,Artist_C,2015,happy
2,Song_3,2,Pop,Artist_A,1994,happy
2,Song_4,3,Pop,Artist_C,2006,happy
2,Song_5,1,Pop,Artist_A,2013,happy
2,Song_6,4,Jazz,Artist_B,1993,happy
2,Song_7,1,Pop,Artist_B,2004,happy
2,Song_8,5,Pop,Artist_B,2009,happy
2,Song_9,4,Pop,Artist_B,2008,happy
2,Song_10,2,Pop,Artist_B,1991,happy
2,Song_11,2,Hip-Hop,Artist_A,1990,happy
2,Song_12,3,Jazz,Artist_A,2015,happy
2,Song_13,1,Pop,Artist_C,2000,neutral
2,Song_14,1,Jazz,Artist_C,1993,neutral
2,Song_15,1,Pop,Artist_B,2020,neutral
2,Song_16,5,Pop,Artist_A,2007,neutral
2,Song_17,4,Jazz,Artist_A,1994,neutral
2,Song_18,2,Rock,Artist_A,2010,neutral
2,Song_19,2,Hip-Hop,Artist_C,1995,neutral
2,Song_20,2,Hip-Hop,Artist_C,2007,neutral
2,Song_21,4,Jazz,Artist_B,2021,neutral
2,Song_22,4,Hip-Hop,Artist_A,1996,neutral
2,Song_23,5,Jazz,Artist_B,2019,neutral
2,Song_24,4,Rock,Artist_B,2006,neutral
2,Song_25,2,Pop,Artist_A,2009,neutral
2,Song_26,3,Pop,Artist_C,2012,neutral
2,Song_27,2,Pop,Artist_B,1998,neutral
2,Song_28,5,Jazz,Artist_A,1998,neutral
2,Song_29,1,Jazz,Artist_A,2023,neutral
2,Song_30,4,Hip-Hop,Artist_A,2023,neutral
2,Song_31,1,Rock,Artist_B,2022,neutral
2,Song_32,2,Hip-Hop,Artist_C,2020,neutral
2,Song_33,1,Jazz,Artist_C,2017,neutral
2,Song_34,2,Rock,Artist_C,2016,neutral
2,Song_35,2,Hip-Hop,Artist_A,2002,neutral
2,Song_36,2,Pop,Artist_A,2011,sad
2,Song_37,4,Jazz,Artist_C,1992,sad
2,Song_38,3,Pop,Artist_C,1999,sad
2,Song_39,1,Jazz,Artist_B,2013,sad
2,Song_40,1,Hip-Hop,Artist_A,1996,sad
2,Song_41,4,Pop,Artist_C,1991,sad
2,Song_42,5,Hip-Hop,Artist_B,2010,sad
2,Song_43,2,Hip-Hop,Artist_B,1999,sad
2,Song_44,2,Rock,Artist_A,1999,sad
2,Song_45,3,Jazz,Artist_B,2019,sad
2,Song_46,1,Rock,Artist_C,1997,sad
2,Song_47,5,Pop,Artist_B,2023,sad
2,Song_48,3,Pop,Artist_B,1998,sad
2,Song_49,1,Hip-Hop,Artist_C,2021,sad
2,Song_50,3,Jazz,Artist_B,2021,sad
3,Song_1,4,Pop,Artist_A,2001,happy
3,Song_2,1,Rock,Artist_A,1993,happy
3,Song_3,1,Hip-Hop,Artist_C,2014,happy
3,Song_4,1,Pop,Artist_C,2014,happy
3,Song_5,1,Hip-Hop,Artist_C,1998,happy
3,Song_6,4,Hip-Hop,Artist_C,2009,happy
3,Song_7,5,Pop,Artist_C,1998,happy
3,Song_8,5,Pop,Artist_A,2009,happy
3,Song_9,2,Hip-Hop,Artist_A,2005,happy
3,Song_10,4,Jazz,Artist_B,2012,happy
3,Song_11,1,Pop,Artist_C,2020,happy
3,Song_12,4,Pop,Artist_C,2005,happy
3,Song_13,4,Rock,Artist_B,1997,happy
3,Song_14,5,Pop,Artist_B,2017,neutral
3,Song_15,4,Rock,Artist_A,1998,neutral
3,Song_16,3,Jazz,Artist_B,2009,neutral
3,Song_17,3,Pop,Artist_B,2009,neutral
3,Song_18,2,Hip-Hop,Artist_C,2001,neutral
3,Song_19,5,Pop,Artist_B,2007,neutral
3,Song_20,1,Hip-Hop,Artist_B,2001,neutral
3,Song_21,5,Pop,Artist_C,1992,neutral
3,Song_22,5,Jazz,Artist_C,2007,neutral
3,Song_23,2,Hip-Hop,Artist_A,1991,neutral
3,Song_24,4,Pop,Artist_A,2015,neutral
3,Song_25,1,Jazz,Artist_A,2013,neutral
3,Song_26,5,Hip-Hop,Artist_C,2009,neutral
3,Song_27,2,Rock,Artist_C,2008,neutral
3,Song_28,1,Pop,Artist_B,2013,neutral
3,Song_29,1,Hip-Hop,Artist_A,1994,neutral
3,Song_30,2,Pop,Artist_B,2011,neutral
3,Song_31,4,Hip-Hop,Artist_A,2009,neutral
3,Song_32,2,Jazz,Artist_C,1991,neutral
3,Song_33,4,Hip-Hop,Artist_B,2013,neutral
3,Song_34,4,Rock,Artist_C,2019,neutral
3,Song_35,4,Jazz,Artist_C,2006,neutral
3,Song_36,2,Pop,Artist_B,1993,sad
3,Song_37,1,Pop,Artist_A,2018,sad
3,Song_38,2,Rock,Artist_C,2017,sad
3,Song_39,1,Jazz,Artist_C,2010,sad
3,Song_40,2,Pop,Artist_A,2017,sad
3,Song_41,4,Hip-Hop,Artist_C,2023,sad
3,Song_42,1,Hip-Hop,Artist_C,2017,sad
3,Song_43,1,Rock,Artist_A,2016,sad
3,Song_44,3,Jazz,Artist_B,2023,sad
3,Song_45,4,Jazz,Artist_B,1993,sad
3,Song_46,2,Jazz,Artist_A,2016,sad
3,Song_47,5,Jazz,Artist_A,2023,sad
3,Song_48,1,Pop,Artist_C,2010,sad
3,Song_49,1,Rock,Artist_C,2004,sad
3,Song_50,1,Hip-Hop,Artist_B,2014,sad
4,Song_1,1,Jazz,Artist_B,2012,happy
4,Song_2,4,Pop,Artist_A,1999,happy
4,Song_3,1,Pop,Artist_C,2014,happy
4,Song_4,5,Pop,Artist_A,2007,happy
